,ScientificName,CommonName,SC,SMC,MUCode,MUName,Season,Region,level3,Macrogroup
1844,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,4313,Northern Atlantic Coastal Plain Dry Hardwood Forest                                                ,summer,Northeast,4313,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
1925,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,4302,Southern Piedmont Dry Oak-(Pine) Forest - Hardwood Modifier                                        ,summer,Northeast,4302,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
5153,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,4401,Southern and Central Appalachian Cove Forest                                                       ,summer,Northeast,4401,Appalachian-Central Interior-Northeastern Mesic Forest
9216,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,9827,Mississippi River Riparian Forest                                                                  ,summer,Northeast,9827,Southern Coastal Plain Floodplain Forest
6524,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,4106,Northeastern Interior Dry Oak Forest - Mixed Modifier                                              ,summer,Northeast,4106,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
8050,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,4114,Northeastern Interior Dry-Mesic Oak Forest                                                         ,summer,Northeast,4114,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
1037,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,4202,Southern Piedmont Mesic Forest                                                                     ,summer,Northeast,4202,Appalachian-Central Interior-Northeastern Mesic Forest
5309,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,9819,Central Interior and Appalachian Riparian Systems                                                  ,summer,Northeast,9819,Central Hardwoods Floodplain Forest
9074,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,9240,Northern Atlantic Coastal Plain Basin Swamp and Wet Hardwood Forest                                ,summer,Northeast,9240,Laurentian-Acadian-Northeast Flooded & Swamp Forest
1751,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,4116,Southern Interior Low Plateau Dry-Mesic Oak Forest                                                 ,summer,Northeast,4116,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
5262,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,4538,Southern Appalachian Low Mountain Pine Forest                                                      ,summer,Northeast,4538,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
9817,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,4337,Northern Crowley's Ridge Sand Forest,summer,Southeast,4337,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
3399,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,4204,West Gulf Coastal Plain Mesic Hardwood Forest                                                      ,summer,Southeast,4204,Southern Mesic Mixed Broadleaf Forest
9334,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,9850,South-Central Interior Small Stream and Riparian                                                   ,summer,Southeast,9850,Central Hardwoods Floodplain Forest
4568,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,4304,Northeastern Interior Dry Oak Forest - Virginia/Pitch Pine Modifier                                ,summer,Southeast,4304,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
9,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,9208,Southern Coastal Plain Seepage Swamp and Baygall                                                   ,summer,Southeast,9208,Southern Coastal Plain Evergreen Hardwood-Conifer Swamp
5311,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,9819,Central Interior and Appalachian Riparian Systems                                                  ,summer,Southeast,9819,Central Hardwoods Floodplain Forest
4745,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,4307,Allegheny-Cumberland Dry Oak Forest and Woodland - Pine Modifier                                   ,summer,Southeast,4307,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
5806,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,4126,Allegheny-Cumberland Dry Oak Forest and Woodland - Hardwood                                        ,summer,Southeast,4126,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
1039,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,4202,Southern Piedmont Mesic Forest                                                                     ,summer,Southeast,4202,Appalachian-Central Interior-Northeastern Mesic Forest
1846,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,4313,Northern Atlantic Coastal Plain Dry Hardwood Forest                                                ,summer,Southeast,4313,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
5947,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,9805,South-Central Interior Large Floodplain - Forest Modifier                                          ,summer,Southeast,9805,Central Hardwoods Floodplain Forest
8603,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,4311,Southern Piedmont Dry Oak-Heath Forest - Mixed Modifier                                            ,summer,Southeast,4311,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
372,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,9818,Central Interior and Appalachian Floodplain Systems                                                ,summer,Southeast,9818,Central Hardwoods Floodplain Forest
198,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,9841,Southern Piedmont Small Floodplain and Riparian Forest                                             ,summer,Southeast,9841,Southern Coastal Plain Floodplain Forest
2572,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,9302,Atlantic Coastal Plain Nonriverine Swamp and Wet Hardwood Forest - Oak Dominated Modifier          ,summer,Southeast,9302,Southern Coastal Plain Basin Swamp & Flatwoods
2628,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,9803,Central Appalachian Riparian - Forest Modifier                                                     ,summer,Southeast,9803,Central Hardwoods Floodplain Forest
5216,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,4501,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland - Offsite Hardwood Modifier         ,summer,Southeast,4501,Southeastern North American Ruderal Forest
9075,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,9240,Northern Atlantic Coastal Plain Basin Swamp and Wet Hardwood Forest                                ,summer,Southeast,9240,Laurentian-Acadian-Northeast Flooded & Swamp Forest
8547,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,4308,Southern Ridge and Valley Dry Calcareous Forest - Pine modifier                                    ,summer,Southeast,4308,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
59,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,9715,Southern Piedmont/Ridge and Valley Upland Depression Swamp                                         ,summer,Southeast,9715,Central Hardwoods Swamp Forest
3111,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,4330,Central Appalachian Oak and Pine Forest                                                            ,summer,Southeast,4330,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
750,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,4133,Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest                                                ,summer,Southeast,4133,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
1324,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,4336,West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland                        ,summer,Southeast,4336,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
9141,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,9701,Lower Mississippi River Bottomland Depressions - Forest Modifier                                   ,summer,Southeast,9701,Southern Coastal Plain Floodplain Forest
5264,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,4538,Southern Appalachian Low Mountain Pine Forest                                                      ,summer,Southeast,4538,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
8429,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,8201,Deciduous Plantation,summer,Southeast,8201,Southeastern North American Ruderal Forest
5460,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,9851,East Gulf Coastal Plain Small Stream and River Floodplain Forest                                   ,summer,Southeast,9851,Southern Coastal Plain Floodplain Forest
3948,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,4207,Ozark-Ouachita Mesic Hardwood Forest                                                               ,summer,Southeast,4207,Central Midwest Mesic Forest
1603,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,4402,South-Central Interior Mesophytic Forest                                                           ,summer,Southeast,4402,Appalachian-Central Interior-Northeastern Mesic Forest
2985,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,4124,North-Central Interior Maple-Basswood Forest                                                       ,summer,Southeast,4124,Central Midwest Mesic Forest
3192,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,4101,Central and Southern Appalachian Northern Hardwood Forest                                          ,summer,Southeast,4101,Appalachian-Central Interior-Northeastern Mesic Forest
5711,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,4123,North-Central Interior Beech-Maple Forest                                                          ,summer,Southeast,4123,Central Midwest Mesic Forest
289,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,4127,Central and Southern Appalachian Montane Oak Forest                                                ,summer,Southeast,4127,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
8315,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,4331,Appalachian Hemlock-Hardwood Forest                                                                ,summer,Southeast,4331,Appalachian-Central Interior-Northeastern Mesic Forest
4632,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,4310,Southern Piedmont Dry Oak-(Pine) Forest - Mixed Modifier                                           ,summer,Southeast,4310,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
1753,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,4116,Southern Interior Low Plateau Dry-Mesic Oak Forest                                                 ,summer,Southeast,4116,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
2777,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,9854,Mississippi River Floodplain and Riparian Forest                                                   ,summer,Southeast,9854,Southern Coastal Plain Floodplain Forest
5385,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,9839,West Gulf Coastal Plain Small Stream and River Forest                                              ,summer,Southeast,9839,Southern Coastal Plain Floodplain Forest
5569,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,4120,North-Central Interior Dry-Mesic Oak Forest and Woodland                                           ,summer,Southeast,4120,"Central Midwest Oak Forest, Woodland & Savanna"
3268,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,4104,Northeastern Interior Dry Oak Forest-Hardwood Modifier                                             ,summer,Southeast,4104,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
9172,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,9804,East Gulf Coastal Plain Large River Floodplain Forest - Forest Modifier                            ,summer,Southeast,9804,Southern Coastal Plain Floodplain Forest
9018,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,4205,East Gulf Coastal Plain Northern Mesic Hardwood Forest                                             ,summer,Southeast,4205,Southern Mesic Mixed Broadleaf Forest
4989,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,4203,Southern Crowley's Ridge Mesic Loess Slope Forest                                                  ,summer,Southeast,4203,Southern Mesic Mixed Broadleaf Forest
8142,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,4125,Southern and Central Appalachian Oak Forest                                                        ,summer,Southeast,4125,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
8729,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,4403,Atlantic Coastal Plain Mesic Hardwood and Mixed Forest                                             ,summer,Southeast,4403,Southern Mesic Mixed Broadleaf Forest
5068,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,4309,East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest - Mixed Modifier                        ,summer,Southeast,4309,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
5511,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,4103,East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland - Hardwood Modifier                ,summer,Southeast,4103,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
1927,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,4302,Southern Piedmont Dry Oak-(Pine) Forest - Hardwood Modifier                                        ,summer,Southeast,4302,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
1502,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,4328,Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland                                              ,summer,Southeast,4328,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
9268,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,9836,Mississippi River Low Floodplain (Bottomland) Forest                                               ,summer,Southeast,9836,Southern Coastal Plain Floodplain Forest
239,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,9852,Southern Coastal Plain Blackwater River Floodplain Forest                                          ,summer,Southeast,9852,Southern Coastal Plain Floodplain Forest
8859,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,4122,Ouachita Montane Oak Forest                                                                        ,summer,Southeast,4122,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
8782,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,4102,East Gulf Coastal Plain Limestone Forest                                                           ,summer,Southeast,4102,Southern Mesic Mixed Broadleaf Forest
5030,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s6,4209,East Gulf Coastal Plain Southern Mesic Slope Forest                                                ,summer,Southeast,4209,Southern Mesic Mixed Broadleaf Forest
